,Apt,Rooms,Surface,Picture_Url,Location,Date,Price
888,Appartement grand standing neuf sacré cœur 2,3 chambre,140 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/a2c7a40a1a412970cedda282d02df3e6/-/horizon-files-prod/ed/picture/q9qke4p/2ffd6e3b8e8232b5a8d8cf6a6f08846774101a84.jpg,"['Sacré-cœur,', 'Dakar']","24. sept. '22, 17:40","['850', '000 F Cfa']"
889,Appartement à louer à Saint-Louis,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/c33f9c53c18021e8f1dc74c56d27536d/-/horizon-files-prod/ed/picture/qpkkp4w/6ca374cd307df77fcc537f15d67435bf85769ac0.jpg,"['Saint-Louis,', 'Saint-Louis']","24. sept. '22, 17:39","['200', '000 F Cfa']"
890,Appartement à louer ngor Almadies,2 chambre,107 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/4ad5d3ec786b70004f142ab31ed88979/-/horizon-files-prod/ed/picture/qn6486w/6187c98e2bccadf7637260f9b66f635c86557baa.jpg,"['Almadies,', 'Dakar']","24. sept. '22, 13:11","['600', '000 F Cfa']"
891,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', ' Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
892,Résidence fenêtre Mermoz,3 chambre,180 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/cbb963c7e615f8911d0745bc0de0a2b5/-/horizon-files-prod/ed/picture/qdxxr2w/f86891458c95c898b946187ca9ef4a0af8441b15.jpg,"['Fenêtre mermoz,', 'Dakar']","23. sept. '22, 20:03","['1', '600', '000 F Cfa']"
893,Magnifique appartement a Ngor almadies,4 chambre,227 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/4259934f5e4ebb30d7122d58a8c8b717/-/horizon-files-prod/ed/picture/qzgg2vk/e689b56e28b5072897c7eefb27a16dd19d615fe4.jpg,"['Almadies,', 'Dakar']","23. sept. '22, 18:09","['1', '100', '000 F Cfa']"
894,Studio grand Standing sur la corniche des Mamelles,1 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/bc07d804aad7863226529eb4a4fe328e/-/horizon-files-prod/ed/picture/qx44d68/49f81c1dc1e4a43b57b3b930cfe01875e5197831.jpg,"['Mamelles,', 'Dakar']","23. sept. '22, 18:13","['700', '000 F Cfa']"
895,grand appartement pour bureaux ou habitation,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/4f33a3a5937ffad5fecfa656fb0c4c4d/-/horizon-files-prod/ed/picture/qwqqmem/4ebcda7968dc0ee720f725100331473fb093956e.jpg,"['Almadies,', 'Dakar']","26. sept. '22, 10:38","['1', '000', '000 F Cfa']"
896,Appartement neuf à louer aux Almadies,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/cc05735aee77bad703be7ac733f8c74f/-/horizon-files-prod/ed/picture/q7nkn2j/32d7b72f84dcfd48c8f90851e9718ce9270d08d4.jpg,"['Almadies,', 'Dakar']","23. sept. '22, 16:53","['500', '000 F Cfa']"
897,APPARTEMENT A LOUER AUX ALMADIES,2 chambre,160 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/cf947eefffd5be3ae6b1d9b43383c904/-/horizon-files-prod/ed/picture/qwqd7zd/558aec4e5c8ea6ac3788e333f454640b4666046d.jpg,"['Almadies,', 'Dakar']","23. sept. '22, 13:42","['650', '000 F Cfa']"
898,magnifique f4 face Mer almadies,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/e66dfb3c80572e5be66ed9d611158423/-/horizon-files-prod/ed/picture/q94055x/051499ca542eaf189a3c8ada61d5748eabf25bad.jpg,"['Almadies,', 'Dakar']","23. sept. '22, 16:01","['1', '800', '000 F Cfa']"
899,Penthouse à louer à la cité Keur gorgui,5 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/a911fae16c2a0b83dbbe1190ec9bc3a9/-/horizon-files-prod/ed/picture/qm8z8vr/db43ad786494a12e8cb09ced4e01bc04dfe5aac6.jpg,"['Cité keur gorgui,', 'Dakar']","8. nov. '22, 13:17","['2', '500', '000 F Cfa']"
900,Appartement F4 à louer au Point E,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/1a0c8b246a602dd254ad62b81008322d/-/horizon-files-prod/ed/picture/qvn2285/c641adbf0ef1999ab232958b1403c8b14dcacbd0.jpg,"['Point-e,', 'Dakar']","23. sept. '22, 13:10","['1', '250', '000 F Cfa']"
901,Joli appartement a louer aux mamelle zone calme,2 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/dfa1ad3a35ec416501485a088f6c471a/-/horizon-files-prod/ed/picture/qx45xx2/394bd91cbbe2499e4ae91962aa8c93bbce0c989f.jpg,"['Mamelles,', 'Dakar']","23. sept. '22, 12:46","['250', '000 F Cfa']"
902,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
903,R+2 Haut Standing meublé aux Almadies,200 m²,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/f80ce54b76b7e89fd2d9a1fe8e720517/-/horizon-files-prod/ed/picture/qnr440g/176b730932e8a2f4900517d9b0e2074408ac44e3.jpg,"['Almadies,', 'Dakar']","23. sept. '22, 11:50","['3', '000', '000 F Cfa']"
904,Appartements à louer Bld Charles De gaule Centenaire,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/149f4480751d9a7de9a0b02ebff1c885/-/horizon-files-prod/ed/picture/qrdggrn/9cfbe5810b851c4a5eac7abd3ae1db2486f87f72.jpg,"['Plateau,', 'Dakar']","17. nov. '22, 10:38","['600', '000 F Cfa']"
905,Appartement à louer almadies,2 chambre,120 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/66880ac9617031f4e6c73fdcc105eb16/-/horizon-files-prod/ed/picture/q7nee4g/65c1877a6a62bc8eac98953712011b8a496ff10e.jpg,"['Almadies,', 'Dakar']","23. sept. '22, 09:16","['500', '000 F Cfa']"
906,Appartements à louer au cœur de Plateau,4 chambre,320 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/a8ffb0a55bdbc6c51102f2f257cb18f1/-/horizon-files-prod/ed/picture/qx457ez/ba176422c76f3e1c125d48073d4feafe888c00d5.jpg,"['Plateau,', 'Dakar']","23. sept. '22, 09:12","['2', '500', '000 F Cfa']"
907,Appartement à louer sur la corniche des Mamelles,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/2e87815aa92a2af34e45bfaffd94730f/-/horizon-files-prod/ed/picture/q2p4xee/bb967fda0ba412d82ece5ad158d4cecf3d92e0a0.jpg,"['Mamelles,', 'Dakar']","29. sept. '22, 11:29","['2', '200', '000 F Cfa']"
908,Magnifique appartement avec vue mer,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/6e77ece0b3665d4a34d92c7c86a56b7c/-/horizon-files-prod/ed/picture/qx45mr0/7cff38fea829039e1ba0581c9d8b4665245c6db0.jpg,"['Mermoz,', 'Dakar']","22. sept. '22, 16:12","['2', '500', '000 F Cfa']"
909,Appartement à louer à Mermoz Batrain,2 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/bcb134094d39a66cad8d9d753d2cc34e/-/horizon-files-prod/ed/picture/q2p4v62/635a8e8f81a36853815440c36876e2e3a29d7113.jpg,"['Mermoz,', 'Dakar']","22. sept. '22, 14:52","['400', '000 F Cfa']"
910,Deux chambres au Plateau / centre ville,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/fe8cb14cf2f0b6479e15183fb7480b88/or%3D270/horizon-files-prod/ed/picture/q2p6z5k/9da34213366328bfcf67636cb4accc28aac1832e.jpg,"['Plateau,', 'Dakar']","22. sept. '22, 11:56","['850', '000 F Cfa']"
911,Appartements neufs à louer à Hann Maristes I - Dakar,3 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/a97174d5a11fb26f3b0315625a2255e5/-/horizon-files-prod/ed/picture/qjggjrv/c4a27f9ec22454dc960e975bc485a7b41f11b99c.jpg,"['Hann maristes,', 'Dakar']","21. sept. '22, 22:41","['600', '000 F Cfa']"
912,Dakar plateaux résidence toute neuf,3 chambre,180 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/399fc7976aad48c8aa8f8a9aff8c1284/-/horizon-files-prod/ed/picture/qdx5d85/fa324deb2d0c8da9f897529540b0b84647752007.jpg,"['Plateau,', 'Dakar']","21. sept. '22, 19:39","['2', '200', '000 F Cfa']"
913,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
914,Appartement à louer aux Almadies vers King Fahd Palace,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/15f91f8773caac2744edbcb9b0ef4fdd/-/horizon-files-prod/ed/picture/qvn2zrp/9cf1a901c87279a4eadc8b819892874c9d3a7d04.jpg,"['Almadies,', 'Dakar']","21. sept. '22, 16:42","['550', '000 F Cfa']"
915,Appartement à louer à Mermoz,3 chambre,160 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/3b36f80f27f69ffaf2aafcbaaedfb929/-/horizon-files-prod/ed/picture/qx45qe4/2eede55585dd577fdfdd4d97f138634f66d0aa53.jpg,"['Mermoz,', 'Dakar']","8. nov. '22, 13:17","['900', '000 F Cfa']"
916,"Appartement à louer au centre ville, Plateauk",,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/d9fed10ab580aaffa3776338fe04aef0/-/horizon-files-prod/ed/picture/qqpm6ge/edc3a719659147f3d8bdac176d1b4f0514b6e591.jpg,"['Plateau,', 'Dakar']","21. sept. '22, 15:40","['850', '000 F Cfa']"
917,Appartement de standing à louer en centre-ville,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/0cf6274e6dabf2b16dd9abe55a8833f4/-/horizon-files-prod/ed/picture/q60g5rg/cd5bdee1d3e3b100d5b3ad6d6d9431ede77cf317.jpg,"['Plateau,', 'Dakar']","21. sept. '22, 15:30","['2', '000', '000 F Cfa']"
918,Appartement de standing à louer à Mermoz,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/ffe38b8b4bf6eb918a45f00eb4e25b90/-/horizon-files-prod/ed/picture/qqpm66e/3f5ef98d1e8064420aee10dd8d26da19c3cf233a.jpg,"['Mermoz,', 'Dakar']","8. nov. '22, 13:16","['1', '600', '000 F Cfa']"
919,Fenêtre Mermoz appartement très Residences,3 chambre,190 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/a48683f35759bae8f94770db8169bad5/-/horizon-files-prod/ed/picture/qnrerrw/e7ef7fb67897593024e2ac0e65e7c7e0ddef5722.jpg,"['Fenêtre mermoz,', 'Dakar']","21. sept. '22, 10:20","['1', '200', '000 F Cfa']"
920,Duplex à louer au mamelles,5 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/5b9cdb8eb00bfae4b3a55d830de0604c/-/horizon-files-prod/ed/picture/q0qe8d8/33fcca217ce389047d9e009a676955297c2786d6.jpg,"['Mamelles,', ' Dakar']","20. sept. '22, 23:19","['850', '000 F Cfa']"
921,Appartement à louer,2 chambre,120 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/af29efbb0bfb2c6832668a436acd40be/-/horizon-files-prod/ed/picture/qjvgnnv/9f06b0bc1001bfb63bda8f633bc9177bf38db8c1.jpg,"['Mamelles,', 'Dakar']","20. sept. '22, 23:14","['350', '000 F Cfa']"
922,Appartement à louer aux Mamelles,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/fbff74ade605aa8f09dd108e4176825e/-/horizon-files-prod/ed/picture/qrdgvr2/1ec89af2b91a48596b6a26ee898be7c966df845f.jpg,"['Mamelles,', 'Dakar']","8. nov. '22, 13:15","['650', '000 F Cfa']"
923,Deux chambres salon à louer par mois,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/86521b35d3cd6f07cdb25d3a7623b737/-/horizon-files-prod/ed/picture/qqpm74j/6489720a3fe32bc59c07ea89ceec9e29aa9612f7.jpg,"['Mamelles,', 'Dakar']","20. sept. '22, 16:04","['350', '000 F Cfa']"
924,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
925,Appartement à louer à fenêtre Mermoz,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/d6afa8b1d329bced089da063479876c6/-/horizon-files-prod/ed/picture/qwqdzqg/1e2320a937b44a4274fcda041e7d0f76ec9320ed.jpg,"['Mermoz,', 'Dakar']","20. sept. '22, 15:21","['1', '200', '000 F Cfa']"
926,Appartement grand Standing a Ouakam,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/0e381e8a78ca972ac7fd9ccdf32f4905/-/horizon-files-prod/ed/picture/qrdgqqn/3569c0f00015ac3e1fa35812903d58b46633d198.jpg,"['Ouakam,', 'Dakar']","20. sept. '22, 12:53","['1', '000', '000 F Cfa']"
927,Appartement à louer Meublé/vide à Point E,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/f8a4894cdeb13c6c7ab7bbafd685c904/-/horizon-files-prod/ed/picture/q7kee2n/356d07deedecf3f4569d3f4f6c09ba3706629e55.jpg,"['Point-e,', 'Dakar']","21. nov. '22, 09:29","['65', '000 F Cfa']"
928,Appartement standing vue sur mer fann résidence,3 chambre,267 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/97bc8f7e86dcc901aba66a9df15f73cf/-/horizon-files-prod/ed/picture/qpkzewp/f75dbf79fcb6f35276a8ef9e34a90e7ba2667caf.jpg,"['Fann,', 'Dakar']","19. sept. '22, 17:28","['2', '500', '000 F Cfa']"
929,Appartement à louer/Almadies,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/da61011494f3b310ae3e8ba2b07d9cfa/-/horizon-files-prod/ed/picture/q7ne2d5/8561ae19e645d29aca6e811a04bb07d15cee7acc.jpg,"['Almadies,', 'Dakar']","19. sept. '22, 16:09","['1', '350', '000 F Cfa']"
930,Appartement a louer centre ville,2 chambre,120 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/af55d023be9ef37f342145c96999aded/-/horizon-files-prod/ed/picture/qeeqn42/aa4cf56d437883e2ff0cb0f7e179dda105b76a4d.jpg,"['Plateau,', 'Dakar']","19. sept. '22, 12:33","['500', '000 F Cfa']"
931,Bel appartement de Standing au Virage,4 chambre,235 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/954ea531e46db4c7aea81518261ae939/-/horizon-files-prod/ed/picture/q94ev55/9a670aa163bc7a4a845e40a1a6f83a840b9f7876.jpg,"['Virage,', 'Dakar']","19. sept. '22, 10:45","['1', '400', '000 F Cfa']"
932,Appartement à louer à WATER FRONT sur la corniche,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/5f845cf69a373fc4f930b83e1f2c863f/-/horizon-files-prod/ed/picture/qgvrrgk/f12db534bb08180985f0c18d1978d2e05e8253dc.jpg,"['Mermoz,', 'Dakar']","28. oct. '22, 12:35","['1', '400', '000 F Cfa']"
933,Appartement avec vue sur la mer,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/22a4c664bebd1f827c1af0f852e71763/-/horizon-files-prod/ed/picture/qpkvj6m/3782b0b8da5ea19c02fcb28c5768614042c2411a.jpg,"['Fann,', 'Dakar']","19. sept. '22, 10:27","['3', '000', '000 F Cfa']"
934,Studio meublé à louer aux mamelles,1 chambre,80 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/3a9fdd9417c4ca7f0e5eaed9855652a1/-/horizon-files-prod/ed/picture/qpkz2jq/7b8fcf6bf35f9819953451fb44b896cd95a0fb33.jpg,"['Mamelles,', 'Dakar']","17. sept. '22, 17:28","['800', '000 F Cfa']"
935,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', ' Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
936,Corniche Ouakam,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/e4063bbbb9d2a52de0a42c56500ca253/-/horizon-files-prod/ed/picture/qg2nmwe/05678dd448188c9e83fb67d493d9ddbd17941ca3.jpg,"['Ouakam,', 'Dakar']","16. sept. '22, 15:40","['700', '000 F Cfa']"
937,Un beau duplex meublé a louer a ouakam,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/10a2e8b993a0e4b3fef88a5da24e6994/-/horizon-files-prod/ed/picture/qre0nw9/a5897646855ef658f2dd5418e1764f4b8638f036.jpg,"['Ouakam,', 'Dakar']","16. sept. '22, 11:14","['800', '000 F Cfa']"
938,Joli appartement a louer à nord foire zone calme,2 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/d343c4ac8e088c61b5009cfd23119438/-/horizon-files-prod/ed/picture/qdxve9w/19247d040eb778e4cd09781ba959139af72c2b40.jpg,"['Nord foire,', 'Dakar']","16. sept. '22, 02:19","['200', '000 F Cfa']"
939,Joli petit F3 Ngor à louer,2 chambre,81 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/749030d38b5e5ab76820887aa422e7c4/-/horizon-files-prod/ed/picture/qk9jjnw/36335a9b3d5f5c540b6b7e4b965f54a65247e5fd.jpg,"['Ngor,', 'Dakar']","15. sept. '22, 20:36","['550', '000 F Cfa']"
940,Appartement 4 pièces et cuisine équipée,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/7d5bbc4b7c204473774d31e0a6143fa5/-/horizon-files-prod/ed/picture/q2pmxjd/9af85e3f46c13cd5918c0df166bc6d22369f1c31.jpg,"['Yoff,', 'Dakar']","14. sept. '22, 17:03","['450', '000 F Cfa']"
941,Appartement F3 & f4 a louer,3 chambre,212 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/b16a3bd04a7155a3e7847a223ad3e0a7/or%3D90/horizon-files-prod/ed/picture/q9zwp4n/0c63f56eec2b7eb7d6eebf74c372529bdfedbcef.jpg,"['Mermoz,', 'Dakar']","14. sept. '22, 15:47",None
942,Grand appartement neuf sur la corniche de Fann résidence,3 chambre,280 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/ad727197249b16a653a22a017228067c/-/horizon-files-prod/ed/picture/q7n2qg5/56202da795384727bf6307b103921a0d025e3d1a.jpg,"['Fann,', 'Dakar']","14. sept. '22, 14:19","['2', '800', '000 F Cfa']"
943,Superbe appartement neuf à Fann Mermoz,3 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/f09f580b2428b9bf05391b872a8c2285/-/horizon-files-prod/ed/picture/qge6dp0/b17c11e60f6606e125894f73506cdf2a58a4b422.jpg,"['Fann,', 'Dakar']","14. sept. '22, 14:01","['3', '000', '000 F Cfa']"
944,Appartement avec vue sur mer à louer aux Almadies,4 chambre,370 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/b185df2448b7866212f5e9134b4d3170/-/horizon-files-prod/ed/picture/q947xpx/1e13f85858646cfcd52d6a0d1b74c8d1e34ad9ed.jpg,"['Almadies,', 'Dakar']","14. sept. '22, 12:57","['2', '800', '000 F Cfa']"
945,Appartement à louer à Point E,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/7f5a312b75362e7a63b3ec9dd3ff4262/-/horizon-files-prod/ed/picture/qjvkdd8/7446f1d702a760da4ba225193107875437dfdce6.jpg,"['Point-e,', 'Dakar']","8. nov. '22, 13:12","['990', '000 F Cfa']"
946,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', ' Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
947,Duplex Almadies2 près de la sortie 9,4 chambre,225 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/1e4ec5ad6423fa19b6c5d0ca2139b3a2/-/horizon-files-prod/ed/picture/qdxpje8/5ec36b0206f0455b1a9436bd7271db9761d232b8.jpg,"['Almadies 2,', 'Dakar']","13. sept. '22, 17:36","['800', '000 F Cfa']"
948,Vue sur mer appartement virage,4 chambre,266 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/bc47510b108030482ef942a96a7711cb/-/horizon-files-prod/ed/picture/qvn6nkv/a07252e97b187f4905b1ca9fbe4bb31d9f838a44.jpg,"['Virage,', 'Dakar']","12. sept. '22, 10:47","['1', '800', '000 F Cfa']"
949,Rée de chaussée à louer à Rufisque cité enseignant,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/bd85dd4c98915c4feb13975ed8f1616e/-/horizon-files-prod/ed/picture/qnr8nd9/c598590c7935f72f507e5411c5eabf27f1d0b2e9.jpg,"['Rufisque,', 'Dakar']","11. sept. '22, 15:12","['160', '000 F Cfa']"
950,Studio à yoff à louer,1 chambre,90 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/b5b4c4801a0f02436e4f3724d7a978b1/or%3D90/horizon-files-prod/ed/picture/qegeg8d/40570277a0d42924b5d7324a9e8533f2053bfccd.jpg,"['Yoff,', 'Dakar']","10. sept. '22, 19:24","['275', '000 F Cfa']"
951,Bel Appartement Neuf avec une Vue sur Mer,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/b9ab490068ead0ebcd8211059d63e1ad/-/horizon-files-prod/ed/picture/qwdx6qp/ef945649b4e8c3610c7a5581abf09ff005ea47d0.jpg,"['Ngor,', 'Dakar']","10. sept. '22, 16:53","['1', '200', '000 F Cfa']"
952,APPARTEMENT avec VUE SUR MER aux ALMADIES,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/3a7757e6d66e9c4f6d3ddd0ef722b70b/-/horizon-files-prod/ed/picture/q97eez8/544b1dbaa6d336f3282e7462b6086f907a2372db.jpg,"['Almadies,', 'Dakar']","10. sept. '22, 16:51","['1', '800', '000 F Cfa']"
953,Bel Appartement F4 aux ALMADIES,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/6fe651dd07a8706626185f462d61a091/-/horizon-files-prod/ed/picture/qzg6xp9/7654fa8c730f7b930b204f25df60b46212c28876.jpg,"['Almadies,', 'Dakar']","10. sept. '22, 16:44","['1', '300', '000 F Cfa']"
954,Studio à louer à Dakar PLATEAU,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/2c0b3670b435cc4592fdb03ddbf90ad1/-/horizon-files-prod/ed/picture/q2p6pq6/4232358ef248ecaedde853fdeb04679d824d81a4.jpg,"['Médina,', 'Dakar']","10. sept. '22, 15:48","['250', '000 F Cfa']"
955,Bureaux à louer,2 chambre,100 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/e7083a4f8284bee439f0b3ae6ae25fd8/-/horizon-files-prod/ed/picture/q8qw6j9/a1a6307ce83cdc54d376fb36cb3852eb992f8a68.jpg,"['Amitié,', 'Dakar']","10. sept. '22, 11:51","['597', '200 F Cfa']"
956,Appartement à louer aux Mamelles,3 chambre,254 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/afe0b00dd25c75a803872bc06c21f842/-/horizon-files-prod/ed/picture/qpzqd84/fc37540b02abad442c8a25ed877acdd7f0920670.jpg,"['Mamelles,', 'Dakar']","8. nov. '22, 13:11","['2', '500', '000 F Cfa']"
957,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', ' Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
958,Appartement à louer aux Almadies,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/4116155941bfa618bd3d208624470bbb/-/horizon-files-prod/ed/picture/q2pzkkd/801d676705a75838df44ec377f33f32808a21c8f.jpg,"['Almadies,', 'Dakar']","8. nov. '22, 13:09","['1', '000', '000 F Cfa']"
959,Appartement à louer en longue durée aux Mamelles,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/da1395fc3b5092ec69db35acaca97333/-/horizon-files-prod/ed/picture/q8qdm2j/7837ca1a132456d963e32cb948defb6d3b08d338.jpg,"['Mamelles,', 'Dakar']","8. nov. '22, 13:05","['1', '400', '000 F Cfa']"
960,Appartement à louer à Point E,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/1700d11001124583c57ebfef3e43da11/-/horizon-files-prod/ed/picture/q4ev86m/74c20184e9b4a8e74405fd064242bfc33350b07e.jpg,"['Point-e,', 'Dakar']","8. nov. '22, 13:03","['1', '600', '000 F Cfa']"
961,Joli appartement à louer à mermoz,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/adeccaf0d263c13da166f2ea4d502b03/-/horizon-files-prod/ed/picture/q7n6kxm/d2f8dd49875ba02b8273fab610d882f8515de6b5.jpg,"['Mermoz,', 'Dakar']","10. sept. '22, 09:55","['350', '000 F Cfa']"
